Quantidade,NOME_CEDENTE,VALOR_PRESENTE,Yield_hje,VALOR_PDD,Dias_Hoje,VALOR_NOMINAL,VALOR_NOMINAL_Medio,Yield_hje_PDD
81,DANPETRO DISTRIBUIDORA DE PETROLEO S/A,3483408.720000001,0.7177723235886828,5335.010000000001,30.268908513268,3717297.0,43005.04592592594,0.7398323902357122
62,J L TRANSPORTES EIRELI,2147889.5,0.7159879390556529,9027.34,45.46861352969973,2367694.0,34643.37903225807,0.7565148809883009
8,DAX OIL REFINO S/A,925963.19,0.8741642834873138,658.5,2.070265579347706,930754.04,115745.39875,1.0436909937190562
