 , 
PL,"        7,336,771.30"
Yield Medio,72.41%
Prazo Medio,               31.27
Ticket Medio,"           43,425.57"
Ticket Maximo,"          207,375.70"
Maior exposição cedente,"        3,842,592.72"
Maior exposicao sacado,"        1,497,101.62"
Operacoes no mes,101
Cedentes Ativos,3
Sacados Ativos,22
PDD,"           22,350.32"
Atraso %,14.36%
Atraso Nominal,"        1,099,527.52"
