;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Histórico de Cota;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Data Emissão:;03/09/2020;;09:50:53;;;;;;;;;;;;;;;;;;1/1;;;
Período:;03/05/2000;;;à;03/09/2020;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Cliente:;459331 - FENIX FIDC NP-UNICA                     ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Data;;Entradas;;;;Saídas;;;Patrimonio;;;;;QtdCotas;;Cota;Dia;Mês;Ano;12 Meses;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
05/29/2018;;0;;;;0;;;11485786,06;;;;;0,00000000;;1276,198451;(0.06 %);0.57 %;32.10 %;32.27 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
05/30/2018;;0;;;;0;;;11483924,28;;;;;0,00000000;;1275,991587;(0.01 %);0.56 %;32.08 %;32.25 %;;;;
06/01/2018;;0;;;;0;;;11456438,43;;;;;0,00000000;;1272,937603;(0.23 %);(0.23 %);31.77 %;31.93 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2018;;0;;;;0;;;11426720,49;;;;;0,00000000;;1269,63561;(0.25 %);(0.49 %);31.42 %;31.59 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2018;;0;;;;0;;;11418153,07;;;;;0,00000000;;1268,683674;(0.07 %);(0.57 %);31.33 %;31.49 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2018;;0;;;;0;;;11517643,32;;;;;0,00000000;;1279,738147;0.87 %;0.29 %;32.47 %;32.64 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2018;;0;;;;0;;;11512965,9;;;;;0,00000000;;1279,218433;(0.04 %);0.25 %;32.42 %;32.58 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2018;;0;;;;0;;;11609174,5;;;;;0,00000000;;1289,908278;0.83 %;1.09 %;33.52 %;33.69 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2018;;0;;;;0;;;11592226,56;;;;;0,00000000;;1288,025173;(0.14 %);0.94 %;33.33 %;33.49 %;;;;
06/12/2018;;0;;;;0;;;11588319,47;;;;;0,00000000;;1287,591052;(0.03 %);0.90 %;33.28 %;33.45 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/13/2018;;0;;;;0;;;11643169,47;;;;;0,00000000;;1293,685497;0.47 %;1.38 %;33.91 %;34.08 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/14/2018;;0;;;;0;;;11642282,51;;;;;0,00000000;;1293,586946;0.00 %;1.37 %;33.90 %;34.07 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/15/2018;;0;;;;0;;;11641457,62;;;;;0,00000000;;1293,495291;0.00 %;1.37 %;33.89 %;34.06 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/18/2018;;0;;;;0;;;11613115,42;;;;;0,00000000;;1290,346158;(0.24 %);1.12 %;33.57 %;33.74 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/19/2018;;0;;;;0;;;11610463,73;;;;;0,00000000;;1290,051526;(0.02 %);1.10 %;33.54 %;33.70 %;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
06/20/2018;;0;;;;0;;;11701645,64;;;;;0,00000000;;1300,182849;0.78 %;1.89 %;34.59 %;34.76 %;;;;
