NOME_FUNDO,DOC_FUNDO,DATA_FUNDO,NOME_ORIGINADOR,DOC_ORIGINADOR,COD_ORIGINADOR,NOME_CEDENTE,DOC_CEDENTE,NOME_SACADO,DOC_SACADO,SEU_NUMERO,NU_DOCUMENTO,TIPO_RECEBIVEL,VALOR_NOMINAL,VALOR_PRESENTE,VALOR_AQUISICAO,VALOR_PDD,FAIXA_PDD,DATA_REFERENCIA,DATA_VENCIMENTO_ORIGINAL,DATA_VENCIMENTO_AJUSTADA,DATA_EMISSAO,DATA_AQUISICAO,PRAZO,PRAZO_ATUAL,SITUACAO_RECEBIVEL,TAXA_CESSAO,TX_RECEBIVEL,COOBRIGACAO,CHAVE_NF,NOSSO_NUMERO,Unnamed: 31,Dias_Emissao,Dias_Hoje,sumDias_Hoje,Yield_ini,Yield_hje,sumYield_ini,Yield_hje_PDD,sumYield_PDD,Emissao_Month,Emissao_Year
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,ROD TRANSPORTES LTDA,07.262.290/0002-71,0000000000210000000056497,129566002,Duplicata,756.98,756.19,726.9,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2020-01-03,2020-01-06,38,1,A vencer,0.30218761,0.30851998,Sim,35200151986958000134550010001295661007958148,000600000058,,40,-1,-756.19,0.29104487878354846,-0.23135783660261167,-174.95048246052892,-0.23135783660261167,-174.95048246052892,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,RODOPECAS LTDA,47.964.168/0004-23,0000000000210000000055281,129087003,Duplicata,672.0,671.28,629.81,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-12-03,2019-12-03,60,1,A vencer,0.31231558,0.31301845,Sim,35191251986958000134550010001290871001505645,933700000086,,61,-1,-671.28,0.307169669813514,-0.2367309939907316,-158.9127816460983,-0.2367309939907316,-158.9127816460983,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,RODOPECAS LTDA,47.964.168/0004-23,0000000000210000000055273,129081005,Duplicata,68.4,68.33,64.11,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-12-03,2019-12-03,60,1,A vencer,0.31231558,0.31264523,Sim,35191251986958000134550010001290811009808767,933700000051,,61,-1,-68.33,0.30680420201491354,-0.22742546592581325,-15.53998208671082,-0.22742546592581325,-15.53998208671082,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,SOLLUS MECANIZACAO AGRICOLA LTDA,01.369.005/0001-59,0000000000210000000055239,129043003,Duplicata,925.66,924.7,869.56,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2019-12-02,2019-12-02,61,1,A vencer,0.29963435,0.29469862,Sim,35191251986958000134550010001290431008642163,933600000771,,62,-1,-924.7,0.28931641424244403,-0.230092018002239,-212.7660890466704,-0.230092018002239,-212.7660890466704,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,TRANSPORTADORA TURISTICA BENFICA LTDA,59.275.289/0010-95,0000000000210000000055359,129123003,Duplicata,1603.74,1602.04,1505.8,48.06,C,2020-02-28,2020-03-02,2020-03-02,2019-12-04,2019-12-04,59,1,A vencer,0.30544182,0.30884478,Sim,35191251986958000134550010001291231002642148,,,60,-1,-1602.04,0.30298677580711697,-0.23453154537588428,-375.72891695398164,-0.9996447870050229,-1601.4709345735268,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,ARC COM+RCIO DE AUTO PE¦AS LTDA,51.986.958/0001-34,VIDEIRA TRANSPORTES RODOVIARIOS LTDA,52.611.183/0001-85,0000000000210000000057175,129974001,Duplicata,680.0,679.28,660.25,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2020-01-22,2020-01-22,26,1,A vencer,0.30521516,0.33065789,Sim,35200151986958000134550010001299741002341197,002200000167,,27,-1,-679.28,0.31665308096049394,-0.23430004430042883,-159.1553340923953,-0.23430004430042883,-159.1553340923953,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,Foco Industria de Auto Peças e Comercio EIRELI,30.701.191/0001-80,QSL - COMERCIO DE AUTOPECAS LTDA - EPP,15.235.035/0001-87,0000000022100000000056678,8412002,Duplicata,1844.37,1843.0,1794.8,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2020-01-07,2020-01-08,36,1,A vencer,0.20572633,0.21010741,Sim,,000800000966,,38,-1,-1843.0,0.19802192658031514,-0.17076809616660726,-314.7256012350572,-0.17076809616660726,-314.7256012350572,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,IBERO RODARE IND+STRIA BRASILEIRA EQUIPA,08.304.710/0001-17,IBERO IND.BRAS.EQUIPS.,04.220.031/0001-09,0000000000150000000055374,14117-2,Duplicata,13487.75,13474.14,12741.64,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-12-03,2019-12-05,58,1,A vencer,0.289623,0.28049781,Sim,43191208304710000117550000000141171105259387,933900000366,,61,-1,-13474.14,0.26502151542092856,-0.2246280686874368,-3026.6700454241395,-0.2246280686874368,-3026.6700454241395,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,IBERO RODARE IND+STRIA BRASILEIRA EQUIPA,08.304.710/0001-17,IBERO IND.BRAS.EQUIPS.,04.220.031/0001-09,0000000000150000000055376,14115-2,Duplicata,1088.42,1087.32,1028.21,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-12-03,2019-12-05,58,1,A vencer,0.289623,0.28050438,Sim,43191208304710000117550000000141151395523959,93390000034P,,61,-1,-1087.32,0.26502768842344415,-0.2249361605255361,-244.5775860626259,-0.2249361605255361,-244.5775860626259,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,IBERO RODARE IND+STRIA BRASILEIRA EQUIPA,08.304.710/0001-17,IBERO IND.BRAS.EQUIPS.,04.220.031/0001-09,0000000000150000000055372,14118-2,Duplicata,5565.84,5560.23,5257.95,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-12-03,2019-12-05,58,1,A vencer,0.289623,0.28049894,Sim,43191208304710000117550000000141181492483356,933900000382,,61,-1,-5560.23,0.2650225813645557,-0.22440708438515267,-1247.7550028108574,-0.22440708438515267,-1247.7550028108574,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,17.257.993/0001-84,0000000013260000000057443,22482001,Duplicata,25344.0,25316.38,24781.82,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-01-31,2020-01-31,19,1,A vencer,0.31628928,0.34650874,Sim,43200188644091000220550010000224821323815215,003100000026,,20,-1,-25316.38,0.3266266503026263,-0.24026108489478848,-6082.540924408725,-0.24026108489478848,-6082.540924408725,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR13,CD_RODAR13,Duplicata de Servico Fisico,30925.36,30913.63,30925.36,927.41,C,2020-02-28,2020-03-06,2020-03-06,2019-08-28,2019-08-30,130,5,A vencer,0.01929681,0.0,Nao,,,,133,3,92740.89,0.0,0.03238047223744034,1000.9979379735028,12.335688453963213,381340.9086610908,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR14,CD_RODAR14,Duplicata de Servico Fisico,30925.36,30901.91,30925.36,927.06,C,2020-02-28,2020-03-13,2020-03-13,2019-08-28,2019-08-30,135,10,A vencer,0.01929681,0.0,Nao,,,,138,8,247215.28,0.0,0.02418256522929818,747.2874542849017,1.673431010749824,51712.214485400094,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR15,CD_RODAR15,Duplicata de Servico Fisico,30925.36,30890.2,30925.36,926.71,C,2020-02-28,2020-03-20,2020-03-20,2019-08-28,2019-08-30,140,15,A vencer,0.01929681,0.0,Nao,,,,143,13,401572.60000000003,0.0,0.022296439310984795,688.7414696041825,0.8450273800776058,26103.06477607326,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR16,CD_RODAR16,Duplicata de Servico Fisico,30925.36,30878.48,30925.36,926.35,C,2020-02-28,2020-03-27,2020-03-27,2019-08-28,2019-08-30,145,20,A vencer,0.01929681,0.0,Nao,,,,148,18,555812.64,0.0,0.02146596271064305,662.8363002413372,0.5646554844098091,17435.7030822386,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR17,CD_RODAR17,Duplicata de Servico Fisico,31420.16,31360.64,31420.16,940.82,C,2020-02-28,2020-04-03,2020-04-03,2019-08-28,2019-08-30,150,25,A vencer,0.01929681,0.0,Nao,,,,153,23,721294.72,0.0,0.020992198744028023,658.328787619915,0.4254708147373638,13343.03705148516,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR18,CD_RODAR18,Duplicata de Servico Fisico,31420.16,31348.75,31420.16,940.46,C,2020-02-28,2020-04-10,2020-04-10,2019-08-28,2019-08-30,155,30,A vencer,0.01929681,0.0,Nao,,,,158,28,877765.0,0.0,0.020689093575588124,648.5772222277183,0.34260278729461824,10740.169128202164,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR19,CD_RODAR19,Duplicata de Servico Fisico,31420.16,31339.24,31420.16,940.18,C,2020-02-28,2020-04-17,2020-04-17,2019-08-28,2019-08-30,159,34,A vencer,0.01929681,0.0,Nao,,,,162,32,1002855.68,0.0,0.020515168322017052,642.9297836840897,0.29715648695689545,9312.658462299016,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR20,CD_RODAR20,Duplicata de Servico Fisico,31420.16,31329.73,31420.16,939.89,C,2020-02-28,2020-04-24,2020-04-24,2019-08-28,2019-08-30,163,38,A vencer,0.01929681,0.0,Nao,,,,166,36,1127870.28,0.0,0.020380571339511988,638.5177973126489,0.2628735020361155,8235.755842945948,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR21,CD_RODAR21,Duplicata de Servico Fisico,31939.78,31826.13,31939.78,954.78,C,2020-02-28,2020-05-08,2020-05-08,2019-08-28,2019-08-30,172,47,A vencer,0.01929681,0.0,Nao,,,,175,45,1432175.85,0.0,0.02016235317051196,641.6896731106258,0.2098938625582567,6680.109355981211,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR22,CD_RODAR22,Duplicata de Servico Fisico,31939.78,31814.06,31939.78,954.42,C,2020-02-28,2020-05-15,2020-05-15,2019-08-28,2019-08-30,177,52,A vencer,0.01929681,0.0,Nao,,,,180,50,1590703.0,0.0,0.020076249623727005,638.7070101042284,0.18933162632286882,6023.407719733328,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR23,CD_RODAR23,Duplicata de Servico Fisico,31939.78,31802.0,31939.78,954.06,C,2020-02-28,2020-05-22,2020-05-22,2019-08-28,2019-08-30,182,57,A vencer,0.01929681,0.0,Nao,,,,185,55,1749110.0,0.0,0.020005009810013963,636.1993219780641,0.17276720588548344,5494.342681570144,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR24,CD_RODAR24,Duplicata de Servico Fisico,31939.78,31789.94,31939.78,953.7,C,2020-02-28,2020-05-29,2020-05-29,2019-08-28,2019-08-30,187,62,A vencer,0.01929681,0.0,Nao,,,,190,60,1907396.4,0.0,0.01994626314382919,634.0905085665413,0.1591405893851816,5059.06978811956,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR25,CD_RODAR25,Duplicata de Servico Fisico,37086.65,36898.67,37086.65,1106.96,C,2020-02-28,2020-06-05,2020-06-05,2019-08-28,2019-08-30,192,67,A vencer,0.01929681,0.0,Nao,,,,195,65,2398413.55,0.0,0.019896157218955324,734.1417394903502,0.14773313380982356,5451.156152514522,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR26,CD_RODAR26,Duplicata de Servico Fisico,37086.65,36887.47,37086.65,1106.62,C,2020-02-28,2020-06-12,2020-06-12,2019-08-28,2019-08-30,196,71,A vencer,0.01929681,0.0,Nao,,,,199,69,2545235.43,0.0,0.01986214515215412,732.6642834357306,0.13986447168103222,5159.246503199925,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR27,CD_RODAR27,Duplicata de Servico Fisico,37086.65,36873.49,37086.65,1106.2,C,2020-02-28,2020-06-19,2020-06-19,2019-08-28,2019-08-30,201,76,A vencer,0.01929681,0.0,Nao,,,,204,74,2728638.26,0.0,0.019823368689498855,730.9567871385491,0.13128589585932615,4840.969168109904,8,2019
