NOME_FUNDO,DOC_FUNDO,DATA_FUNDO,NOME_ORIGINADOR,DOC_ORIGINADOR,COD_ORIGINADOR,NOME_CEDENTE,DOC_CEDENTE,NOME_SACADO,DOC_SACADO,SEU_NUMERO,NU_DOCUMENTO,TIPO_RECEBIVEL,VALOR_NOMINAL,VALOR_PRESENTE,VALOR_AQUISICAO,VALOR_PDD,FAIXA_PDD,DATA_REFERENCIA,DATA_VENCIMENTO_ORIGINAL,DATA_VENCIMENTO_AJUSTADA,DATA_EMISSAO,DATA_AQUISICAO,PRAZO,PRAZO_ATUAL,SITUACAO_RECEBIVEL,TAXA_CESSAO,TX_RECEBIVEL,COOBRIGACAO,CHAVE_NF,NOSSO_NUMERO,Unnamed: 31,Dias_Emissao,Dias_Hoje,sumDias_Hoje,Yield_ini,Yield_hje,sumYield_ini,Yield_hje_PDD,sumYield_PDD,Emissao_Month,Emissao_Year
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR28,CD_RODAR28,Duplicata de Servico Fisico,37086.65,36859.51,37086.65,1105.79,C,2020-02-28,2020-06-26,2020-06-26,2019-08-28,2019-08-30,206,81,A vencer,0.01929681,0.0,Nao,,,,209,79,2911901.29,0.0,0.01978996944116629,729.4485765163632,0.12384757111181544,4564.960785871673,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR29,CD_RODAR29,Duplicata de Servico Fisico,37699.98,37440.67,37699.98,1123.22,C,2020-02-28,2020-07-10,2020-07-10,2019-08-28,2019-08-30,216,91,A vencer,0.01929681,0.0,Nao,,,,219,89,3332219.63,0.0,0.019735000671469827,738.8916475902802,0.1115848954089469,4177.813245990896,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR30,CD_RODAR30,Duplicata de Servico Fisico,37699.98,37426.48,37699.98,1122.79,C,2020-02-28,2020-07-17,2020-07-17,2019-08-28,2019-08-30,221,96,A vencer,0.01929681,0.0,Nao,,,,224,94,3518089.12,0.0,0.019711265619209994,737.7232884720505,0.10647112920501756,3984.839587769006,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR31,CD_RODAR31,Duplicata de Servico Fisico,37699.98,37412.29,37699.98,1122.37,C,2020-02-28,2020-07-24,2020-07-24,2019-08-28,2019-08-30,226,101,A vencer,0.01929681,0.0,Nao,,,,229,99,3703816.71,0.0,0.019690301631566154,736.6592748276261,0.10189516504669394,3812.131464324777,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR32,CD_RODAR32,Duplicata de Servico Fisico,37699.98,37398.1,37699.98,1121.94,C,2020-02-28,2020-07-31,2020-07-31,2019-08-28,2019-08-30,231,106,A vencer,0.01929681,0.0,Nao,,,,234,104,3889402.4,0.0,0.019671709220688616,735.6845486062349,0.09777513183672104,3656.604157942877,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR33,CD_RODAR33,Duplicata de Servico Fisico,38323.45,38002.17,38323.45,1140.07,C,2020-02-28,2020-08-07,2020-08-07,2019-08-28,2019-08-30,236,111,A vencer,0.01929681,0.0,Nao,,,,239,109,4142236.53,0.0,0.01965410376779997,746.8985925815749,0.09404650836938688,3573.971398959863,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR34,CD_RODAR34,Duplicata de Servico Fisico,38323.45,37987.76,38323.45,1139.63,C,2020-02-28,2020-08-14,2020-08-14,2019-08-28,2019-08-30,241,116,A vencer,0.01929681,0.0,Nao,,,,244,114,4330604.640000001,0.0,0.019638508887007244,746.0229623574984,0.09065547985063538,3443.798611250773,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR35,CD_RODAR35,Duplicata de Servico Fisico,38323.45,37973.35,38323.45,1139.2,C,2020-02-28,2020-08-21,2020-08-21,2019-08-28,2019-08-30,246,121,A vencer,0.01929681,0.0,Nao,,,,249,119,4518828.649999999,0.0,0.019624535404795918,745.209351513707,0.0875595916336096,3324.931018960129,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR36,CD_RODAR36,Duplicata de Servico Fisico,38323.45,37958.96,38323.45,1138.77,C,2020-02-28,2020-08-28,2020-08-28,2019-08-28,2019-08-30,251,126,A vencer,0.01929681,0.0,Nao,,,,254,124,4706911.04,0.0,0.019610895609525114,744.4092020061394,0.08472024594303917,3215.8924269419863,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR37,CD_RODAR37,Duplicata de Servico Fisico,38936.63,38551.68,38936.63,1156.55,C,2020-02-28,2020-09-04,2020-09-04,2019-08-28,2019-08-30,256,131,A vencer,0.01929681,0.0,Nao,,,,259,129,4973166.72,0.0,0.019599006301685984,755.5746192605815,0.0821081245201416,3165.4061419006525,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR38,CD_RODAR38,Duplicata de Servico Fisico,38936.63,38539.99,38936.63,1156.2,C,2020-02-28,2020-09-11,2020-09-11,2019-08-28,2019-08-30,260,135,A vencer,0.01929681,0.0,Nao,,,,263,133,5125818.67,0.0,0.019589712680920135,754.9873308255352,0.08016358981131555,3089.503949692203,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR39,CD_RODAR39,Duplicata de Servico Fisico,38936.63,38525.38,38936.63,1155.76,C,2020-02-28,2020-09-18,2020-09-18,2019-08-28,2019-08-30,265,140,A vencer,0.01929681,0.0,Nao,,,,268,138,5316502.4399999995,0.0,0.019578973473063144,754.2873930596774,0.07789586114627034,3000.9676510873,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR40,CD_RODAR40,Duplicata de Servico Fisico,38936.63,38510.77,38936.63,1155.32,C,2020-02-28,2020-09-25,2020-09-25,2019-08-28,2019-08-30,270,145,A vencer,0.01929681,0.0,Nao,,,,273,143,5507040.109999999,0.0,0.019569243757471932,753.6266454179373,0.07579126087621102,2918.779815613761,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR41,CD_RODAR41,Duplicata de Servico Fisico,39580.55,39117.97,39580.55,1173.54,C,2020-02-28,2020-10-09,2020-10-09,2019-08-28,2019-08-30,280,155,A vencer,0.01929681,0.0,Nao,,,,283,153,5985049.41,0.0,0.01955130362805746,764.8073087832429,0.07200505446172456,2816.6915602821077,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR42,CD_RODAR42,Duplicata de Servico Fisico,39580.55,39106.1,39580.55,1173.18,C,2020-02-28,2020-10-16,2020-10-16,2019-08-28,2019-08-30,284,159,A vencer,0.01929681,0.0,Nao,,,,287,157,6139657.7,0.0,0.01954499303894841,764.3284522804204,0.07062892235378948,2762.0217004595265,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR43,CD_RODAR43,Duplicata de Servico Fisico,39580.55,39091.27,39580.55,1172.74,C,2020-02-28,2020-10-23,2020-10-23,2019-08-28,2019-08-30,289,164,A vencer,0.01929681,0.0,Nao,,,,292,162,6332785.739999999,0.0,0.019537444298032947,763.7435101643663,0.06900692049389323,2697.568160895313,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR44,CD_RODAR44,Duplicata de Servico Fisico,39580.55,39076.45,39580.55,1172.29,C,2020-02-28,2020-10-30,2020-10-30,2019-08-28,2019-08-30,294,169,A vencer,0.01929681,0.0,Nao,,,,297,167,6525767.149999999,0.0,0.01953017534008361,763.1699201680102,0.06748366762664593,2637.022163829248,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR45,CD_RODAR45,Duplicata de Servico Fisico,40213.84,39689.63,40213.84,1190.69,C,2020-02-28,2020-11-06,2020-11-06,2019-08-28,2019-08-30,298,173,A vencer,0.01929681,0.0,Nao,,,,301,171,6786926.7299999995,0.0,0.019524772206205965,774.9309846985984,0.06633112823007536,2632.6579369342458,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR46,CD_RODAR46,Duplicata de Servico Fisico,40213.84,39674.58,40213.84,1190.24,C,2020-02-28,2020-11-13,2020-11-13,2019-08-28,2019-08-30,303,178,A vencer,0.01929681,0.0,Nao,,,,306,176,6982726.08,0.0,0.019518351088208208,774.3823817172037,0.06496555378113,2577.481060733745,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR47,CD_RODAR47,Duplicata de Servico Fisico,40213.84,39659.54,40213.84,1189.79,C,2020-02-28,2020-11-20,2020-11-20,2019-08-28,2019-08-30,308,183,A vencer,0.01929681,0.0,Nao,,,,311,181,7178376.74,0.0,0.019512131111398823,773.842144297766,0.0636768601926605,2525.394983885227,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR48,CD_RODAR48,Duplicata de Servico Fisico,40213.84,39644.5,40213.84,1189.34,C,2020-02-28,2020-11-27,2020-11-27,2019-08-28,2019-08-30,313,188,A vencer,0.01929681,0.0,Nao,,,,316,186,7373877.0,0.0,0.019506444222000985,773.3232279591181,0.06245909420147844,2476.159560070512,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR49,CD_RODAR49,Duplicata de Servico Fisico,51943.66,51099.62,51943.66,1532.99,C,2020-02-28,2021-01-08,2021-01-08,2019-08-28,2019-08-30,341,216,A vencer,0.01929681,0.0,Nao,,,,344,214,10935318.68,0.0,0.019478956973551398,995.3672993448265,0.05670920483034125,2897.8188173326025,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR50,CD_RODAR50,Duplicata de Servico Fisico,51943.66,51080.25,51943.66,1532.41,C,2020-02-28,2021-01-15,2021-01-15,2019-08-28,2019-08-30,346,221,A vencer,0.01929681,0.0,Nao,,,,349,219,11186574.75,0.0,0.019474691724657323,994.7721219684272,0.055839827903877426,2852.312369287035,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR51,CD_RODAR51,Duplicata de Servico Fisico,51943.66,51060.88,51943.66,1531.83,C,2020-02-28,2021-01-22,2021-01-22,2019-08-28,2019-08-30,351,226,A vencer,0.01929681,0.0,Nao,,,,354,224,11437637.12,0.0,0.019470781828057948,994.1952544286474,0.05501010121849492,2808.8641771054226,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR52,CD_RODAR52,Duplicata de Servico Fisico,51943.66,51041.52,51943.66,1531.25,C,2020-02-28,2021-01-29,2021-01-29,2019-08-28,2019-08-30,356,231,A vencer,0.01929681,0.0,Nao,,,,359,229,11688508.08,0.0,0.01946698433354377,993.6244702002609,0.05421714974642078,2767.325733124931,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR53,CD_RODAR53,Duplicata de Servico Fisico,52718.94,51783.69,52718.94,1553.51,C,2020-02-28,2021-02-05,2021-02-05,2019-08-28,2019-08-30,361,236,A vencer,0.01929681,0.0,Nao,,,,364,234,12117383.46,0.0,0.01946342741759799,1007.8880917303949,0.05345858931576175,2768.2830169647186,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR54,CD_RODAR54,Duplicata de Servico Fisico,52718.94,51764.06,52718.94,1552.92,C,2020-02-28,2021-02-12,2021-02-12,2019-08-28,2019-08-30,366,241,A vencer,0.01929681,0.0,Nao,,,,369,239,12371610.34,0.0,0.01945985844679199,1007.3212802312473,0.05273220351150809,2729.6329465019153,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR55,CD_RODAR55,Duplicata de Servico Fisico,52718.94,51752.28,52718.94,1552.57,C,2020-02-28,2021-02-19,2021-02-19,2019-08-28,2019-08-30,369,244,A vencer,0.01929681,0.0,Nao,,,,372,242,12524051.76,0.0,0.019457902156747586,1006.9908006286049,0.05231121588376331,2707.2246915569663,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR56,CD_RODAR56,Duplicata de Servico Fisico,52718.94,51732.66,52718.94,1551.98,C,2020-02-28,2021-02-26,2021-02-26,2019-08-28,2019-08-30,374,249,A vencer,0.01929681,0.0,Nao,,,,377,247,12777967.020000001,0.0,0.019454598981910154,1006.4381545675042,0.05163234585617138,2671.078593179723,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR57,CD_RODAR57,Duplicata de Servico Fisico,53562.44,52540.45,53562.44,1576.21,C,2020-02-28,2021-03-05,2021-03-05,2019-08-28,2019-08-30,379,254,A vencer,0.01929681,0.0,Nao,,,,382,252,13240193.399999999,0.0,0.019451489281115952,1021.9900000000085,0.05098084460790564,2678.5565170794357,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR58,CD_RODAR58,Duplicata de Servico Fisico,53562.44,52520.53,53562.44,1575.62,C,2020-02-28,2021-03-12,2021-03-12,2019-08-28,2019-08-30,384,259,A vencer,0.01929681,0.0,Nao,,,,387,257,13497776.209999999,0.0,0.019448462141474332,1021.4435393551669,0.05035526280766911,2644.6850909480695,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR59,CD_RODAR59,Duplicata de Servico Fisico,53562.44,52500.62,53562.44,1575.02,C,2020-02-28,2021-03-19,2021-03-19,2019-08-28,2019-08-30,389,264,A vencer,0.01929681,0.0,Nao,,,,392,262,13755162.440000001,0.0,0.01944550483700569,1020.9010601557977,0.04975365832648637,2612.097909408697,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR60,CD_RODAR60,Duplicata de Servico Fisico,53562.44,52480.71,53562.44,1574.42,C,2020-02-28,2021-03-26,2021-03-26,2019-08-28,2019-08-30,394,269,A vencer,0.01929681,0.0,Nao,,,,397,267,14012349.57,0.0,0.019442796678708296,1020.3717740842533,0.04917505368441111,2580.741731646011,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR61,CD_RODAR61,Duplicata de Servico Fisico,54448.24,53328.4,54448.24,1599.85,C,2020-02-28,2021-04-02,2021-04-02,2019-08-28,2019-08-30,399,274,A vencer,0.01929681,0.0,Nao,,,,402,272,14505324.8,0.0,0.019439994596024857,1036.703807814652,0.0486178625495286,2592.712821186281,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR62,CD_RODAR62,Duplicata de Servico Fisico,54448.24,53312.22,54448.24,1599.37,C,2020-02-28,2021-04-09,2021-04-09,2019-08-28,2019-08-30,403,278,A vencer,0.01929681,0.0,Nao,,,,406,276,14714172.72,0.0,0.019437982928643516,1036.2820222480875,0.04818711948744703,2568.962315281063,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR63,CD_RODAR63,Duplicata de Servico Fisico,54448.24,53292.01,54448.24,1598.76,C,2020-02-28,2021-04-16,2021-04-16,2019-08-28,2019-08-30,408,283,A vencer,0.01929681,0.0,Nao,,,,411,281,14975054.81,0.0,0.019435409986914287,1035.752063376736,0.047665839671192645,2540.2084044155954,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR64,CD_RODAR64,Duplicata de Servico Fisico,54448.24,53275.84,54448.24,1598.28,C,2020-02-28,2021-04-23,2021-04-23,2019-08-28,2019-08-30,412,287,A vencer,0.01929681,0.0,Nao,,,,415,285,15183614.399999999,0.0,0.019433543810016385,1035.3383706554232,0.04726243825344989,2517.9460984006755,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR65,CD_RODAR65,Duplicata de Servico Fisico,55319.41,54087.21,55319.41,1622.62,C,2020-02-28,2021-05-07,2021-05-07,2019-08-28,2019-08-30,422,297,A vencer,0.01929681,0.0,Nao,,,,425,295,15955726.95,0.0,0.01942896529426874,1050.8585259538252,0.04630204261110005,2504.3483021355164,8,2019
