data,caixa,aplicacao,resgate,recebiveis,cota,
20191121,"1,000,000.00","1,000,000.00",0,,100,
20191122,"636,964.79",0,0,363035.21,100,
20191125,"591,969.16",0,0,363751.27,95.57,
20191126,"591,969.16",0,0,409549.29,100.15,
20191127,"1,548,372.68","1,000,000.00",0,410353.23,95.87,
20191128,"423,547.05",0,0,1473211.54,92.84,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
